"DAMAGE:0","DAMAGE:1","DAMAGE:2","sigma:0","sigma:1","sigma:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0012211,0.0008366,0,234.56,677.97,107.62,1,0.24858,0.5,0.24942,0
0.0012215,0.0008391,0,234.56,677.97,107.62,1,0.24958,0.5,0.25042,0
0.001222,0.00084151,0,225.12,659.74,111.02,1,0.25058,0.5,0.25142,0
0.0012225,0.00084392,0,215.67,641.46,114.42,1,0.25158,0.5,0.25242,0
0.001223,0.00084632,0,206.88,624.49,117.59,1,0.25257,0.5,0.25342,0
0.0012235,0.0008487,0,206.78,632.76,118.98,1,0.25357,0.5,0.25441,0
0.001224,0.00085109,0,206.66,642.16,120.57,1,0.25457,0.5,0.25541,0
0.0012244,0.00085349,0,206.54,651.55,122.16,1,0.25557,0.5,0.25641,0
0.0012249,0.0008559,0,206.45,658.86,123.39,1,0.25657,0.5,0.25741,0
0.0012254,0.00085836,0,206.45,658.86,123.39,1,0.25757,0.5,0.25841,0
0.0012258,0.00086077,0,201.06,647.91,125.12,1,0.25856,0.5,0.25941,0
0.0012263,0.00086313,0,190.39,626.25,128.53,1,0.25956,0.5,0.2604,0
0.0012268,0.00086548,0,179.72,604.59,131.94,1,0.26056,0.5,0.2614,0
0.0012273,0.00086777,0,175.34,595.7,133.35,1,0.26156,0.5,0.2624,0
0.0012278,0.00087002,0,175.34,595.7,133.35,1,0.26256,0.5,0.2634,0
0.0012283,0.00087228,0,175.34,595.7,133.35,1,0.26356,0.5,0.2644,0
0.0012288,0.00087454,0,175.26,596.31,133.51,1,0.26455,0.5,0.2654,0
0.0012292,0.00087691,0,173.93,606.59,136.28,1,0.26555,0.5,0.26639,0
0.0012297,0.00087928,0,171.85,613.77,137.29,1,0.26655,0.5,0.26739,0
0.0012301,0.00088164,0,169.1,618.12,136.67,1,0.26755,0.5,0.26839,0
0.0012306,0.00088401,0,165.75,620.33,136.34,1,0.26855,0.5,0.26939,0
0.001231,0.00088637,0,155.79,599.06,139.12,1,0.26955,0.5,0.27039,0
0.0012315,0.00088865,0,145.86,590.41,144.7,1,0.27054,0.5,0.27139,0
0.001232,0.00089088,0,142.78,597.15,147.21,1,0.27154,0.5,0.27238,0
0.0012324,0.00089319,0,142.65,599.62,145.93,1,0.27254,0.5,0.27338,0
0.0012329,0.00089549,0,142.53,602.01,144.71,1,0.27354,0.5,0.27438,0
0.0012334,0.00089784,0,142.53,602.01,144.71,1,0.27454,0.5,0.27538,0
0.0012338,0.00090018,0,142.53,602.01,144.71,1,0.27554,0.5,0.27638,0
0.0012343,0.00090249,0,139.56,595.17,144.24,1,0.27653,0.5,0.27738,0
0.0012348,0.00090474,0,131.63,576.93,143.01,1,0.27753,0.5,0.27837,0
0.0012352,0.000907,0,123.71,558.7,141.77,1,0.27853,0.5,0.27937,0
0.0012357,0.00090921,0,119.43,548.84,141.1,1,0.27953,0.5,0.28037,0
0.0012362,0.00091136,0,119.43,548.84,141.1,1,0.28053,0.5,0.28137,0
0.0012366,0.00091353,0,119.12,549.53,141.52,1,0.28153,0.5,0.28237,0
0.001237,0.00091578,0,115.77,557.09,146.04,1,0.28252,0.5,0.28336,0
0.0012375,0.00091803,0,112.43,564.65,150.57,1,0.28352,0.5,0.28436,0
0.0012379,0.00092025,0,106.16,569.04,152.81,1,0.28452,0.5,0.28536,0
0.0012383,0.00092246,0,99.302,572.8,154.61,1,0.28552,0.5,0.28636,0
0.0012387,0.00092469,0,92.338,562.47,155.74,1,0.28652,0.5,0.28736,0
0.0012391,0.00092693,0,85.324,545.76,156.58,1,0.28752,0.5,0.28836,0
0.0012395,0.00092915,0,84.452,544.09,155.06,1,0.28851,0.5,0.28935,0
0.0012399,0.00093135,0,84.991,545.88,153.01,1,0.28951,0.5,0.29035,0
0.0012402,0.00093356,0,85.53,547.66,150.95,1,0.29051,0.5,0.29135,0
0.0012406,0.00093576,0,86.069,549.45,148.9,1,0.29151,0.5,0.29235,0
0.001241,0.00093796,0,86.608,551.23,146.85,1,0.29251,0.5,0.29335,0
0.0012414,0.00094016,0,81.358,542.99,148.8,1,0.29351,0.5,0.29435,0
0.0012418,0.00094236,0,64.246,514.83,158.87,1,0.2945,0.5,0.29534,0
0.0012421,0.00094474,0,54.369,513.24,160.91,1,0.2955,0.5,0.29634,0
0.0012425,0.00094681,0,49.694,507.37,156.58,1,0.2965,0.5,0.29734,0
0.0012429,0.00094879,0,45.134,503.06,151.77,1,0.2975,0.5,0.29834,0
0.0012433,0.00095079,0,39.676,499.85,149.58,1,0.2985,0.5,0.29934,0
0.0012436,0.00095295,0,37.078,502.46,153.72,1,0.2995,0.5,0.30034,0
0.0012439,0.00095512,0,34.479,505.08,157.86,1,0.30049,0.5,0.30133,0
0.0012442,0.00095729,0,31.881,507.7,162,1,0.30149,0.5,0.30233,0
0.0012445,0.00095945,0,29.282,510.31,166.14,1,0.30249,0.5,0.30333,0
0.0012448,0.00096162,0,26.683,512.93,170.28,1,0.30349,0.5,0.30433,0
0.0012451,0.00096378,0,24.085,515.55,174.41,1,0.30449,0.5,0.30533,0
0.0012453,0.00096614,0,16.101,518.57,173.98,1,0.30549,0.5,0.30633,0
0.0012455,0.00096851,0,11.175,518.55,165.66,1,0.30648,0.5,0.30732,0
0.0012457,0.0009707,0,1.7583,507.92,166.15,1,0.30748,0.5,0.30832,0
0.0012458,0.00097277,0,-10.475,490.63,172.18,1,0.30848,0.5,0.30932,0
0.001246,0.00097484,0,-22.627,473.51,177.96,1,0.30948,0.5,0.31032,0
0.0012463,0.00097684,0,-32.089,473.62,178.75,1,0.31048,0.5,0.31132,0
0.0012465,0.00097897,0,-33.86,475.1,176.8,1,0.31148,0.5,0.31232,0
0.0012467,0.0009811,0,-35.632,476.58,174.86,1,0.31247,0.5,0.31331,0
0.0012468,0.00098322,0,-37.403,478.05,172.92,1,0.31347,0.5,0.31431,0
0.001247,0.00098535,0,-39.174,479.53,170.98,1,0.31447,0.5,0.31531,0
0.0012472,0.00098748,0,-40.946,481.01,169.04,1,0.31547,0.5,0.31631,0
0.0012474,0.00098959,0,-43.996,476.4,167.64,1,0.31647,0.5,0.31731,0
0.0012475,0.00099168,0,-49.589,459.66,167.3,1,0.31747,0.5,0.31831,0
0.0012477,0.00099377,0,-55.183,442.92,166.96,1,0.31846,0.5,0.3193,0
0.0012478,0.00099591,0,-64.547,438.44,166.65,1,0.31946,0.5,0.3203,0
0.0012478,0.00099799,0,-72.026,447.75,169.61,1,0.32046,0.5,0.3213,0
0.0012479,0.0010001,0,-78.409,456.17,172.61,1,0.32146,0.5,0.3223,0
0.001248,0.0010022,0,-84.791,464.59,175.62,1,0.32246,0.5,0.3233,0
0.001248,0.0010043,0,-90.104,471.6,178.13,1,0.32346,0.5,0.3243,0
0.001248,0.0010065,0,-90.104,471.6,178.13,1,0.32445,0.5,0.32529,0
0.0012479,0.0010087,0,-93.538,463.08,176.77,1,0.32545,0.5,0.32629,0
0.0012479,0.0010108,0,-100.75,445.21,173.92,1,0.32645,0.5,0.32729,0
0.0012478,0.0010129,0,-107.95,427.34,171.08,1,0.32745,0.5,0.32829,0
0.0012477,0.001015,0,-110.85,420.16,169.94,1,0.32845,0.5,0.32929,0
0.0012476,0.001017,0,-110.85,420.16,169.94,1,0.32944,0.5,0.33029,0
0.0012475,0.001019,0,-110.85,420.16,169.94,1,0.33044,0.5,0.33128,0
0.0012473,0.001021,0,-110.95,420.23,169.86,1,0.33144,0.5,0.33228,0
0.0012472,0.0010231,0,-113.95,422.09,167.71,1,0.33244,0.5,0.33328,0
0.001247,0.0010254,0,-127.6,429.06,165.12,1,0.33344,0.5,0.33428,0
0.0012467,0.0010277,0,-141.6,436.19,162.52,1,0.33444,0.5,0.33528,0
0.0012464,0.0010297,0,-151.55,426.56,167.3,1,0.33543,0.5,0.33628,0
0.0012462,0.0010317,0,-162.09,416.7,170.54,1,0.33643,0.5,0.33727,0
0.001246,0.0010337,0,-175.38,410.34,167.34,1,0.33743,0.5,0.33827,0
0.0012458,0.0010357,0,-183.19,406.63,165.26,1,0.33843,0.5,0.33927,0
0.0012454,0.0010378,0,-183.53,406.55,164.73,1,0.33943,0.5,0.34027,0
0.001245,0.0010399,0,-183.88,406.48,164.2,1,0.34043,0.5,0.34127,0
0.0012447,0.001042,0,-184.22,406.4,163.66,1,0.34142,0.5,0.34227,0
0.0012443,0.0010441,0,-184.57,406.32,163.13,1,0.34242,0.5,0.34326,0
0.0012439,0.0010462,0,-185.98,398.84,162.61,1,0.34342,0.5,0.34426,0
0.0012435,0.0010483,0,-191.04,388.17,160.04,1,0.34442,0.5,0.34526,0
0.001243,0.0010506,0,-203.32,390.96,151.57,1,0.34542,0.5,0.34626,0
0.0012424,0.0010526,0,-223.31,389.5,150.74,1,0.34642,0.5,0.34726,0
0.0012418,0.0010545,0,-244.64,387.29,151.25,1,0.34741,0.5,0.34826,0
0.0012412,0.0010565,0,-256.03,390.3,153.05,1,0.34841,0.5,0.34925,0
0.0012405,0.0010587,0,-256.03,390.3,153.05,1,0.34941,0.5,0.35025,0
0.0012398,0.0010609,0,-256.03,390.3,153.05,1,0.35041,0.5,0.35125,0
0.0012391,0.001063,0,-256.03,390.3,153.05,1,0.35141,0.5,0.35225,0
0.0012385,0.0010652,0,-256.93,387.23,153.19,1,0.35241,0.5,0.35325,0
0.0012378,0.0010673,0,-260.98,373.39,153.83,1,0.3534,0.5,0.35425,0
0.001237,0.0010693,0,-265.03,359.55,154.47,1,0.3544,0.5,0.35524,0
0.0012363,0.0010714,0,-268.89,346.36,155.08,1,0.3554,0.5,0.35624,0
0.0012356,0.0010734,0,-271.77,347.65,153.83,1,0.3564,0.5,0.35724,0
0.0012347,0.0010755,0,-285.28,353.72,147.99,1,0.3574,0.5,0.35824,0
0.0012338,0.0010775,0,-298.79,359.8,142.15,1,0.3584,0.5,0.35924,0
0.0012329,0.0010796,0,-306.34,363.19,138.89,1,0.35939,0.5,0.36024,0
0.0012319,0.0010818,0,-306.34,363.19,138.89,1,0.36039,0.5,0.36123,0
0.0012308,0.0010839,0,-307.83,357.39,137.62,1,0.36139,0.5,0.36223,0
0.0012297,0.0010859,0,-312.67,338.58,133.51,1,0.36239,0.5,0.36323,0
0.0012286,0.001088,0,-317.5,319.78,129.41,1,0.36339,0.5,0.36423,0
0.0012274,0.00109,0,-318.87,314.48,128.25,1,0.36439,0.5,0.36523,0
0.0012262,0.0010919,0,-318.87,314.48,128.25,1,0.36538,0.5,0.36623,0
0.001225,0.0010939,0,-318.87,314.48,128.25,1,0.36638,0.5,0.36722,0
0.0012238,0.0010959,0,-320.31,323.5,131.89,1,0.36738,0.5,0.36822,0
0.0012224,0.001098,0,-329.33,314.78,126.73,1,0.36838,0.5,0.36922,0
0.0012211,0.0011002,0,-344.94,316.69,124.25,1,0.36938,0.5,0.37022,0
0.0012198,0.0011023,0,-360.13,318.24,121.08,1,0.37038,0.5,0.37122,0
0.0012184,0.0011042,0,-374.37,318.96,116.34,1,0.37137,0.5,0.37222,0
0.0012169,0.0011062,0,-385.29,319.7,112.67,1,0.37237,0.5,0.37321,0
0.0012154,0.0011083,0,-390.12,320.46,110.94,1,0.37337,0.5,0.37421,0
0.0012138,0.0011103,0,-394.95,321.23,109.21,1,0.37437,0.5,0.37521,0
0.0012122,0.0011124,0,-397.16,321.58,108.42,1,0.37537,0.5,0.37621,0
0.0012107,0.0011146,0,-397.16,321.58,108.42,1,0.37637,0.5,0.37721,0
0.001209,0.0011166,0,-404.25,299.17,100.5,1,0.37736,0.5,0.37821,0
0.0012073,0.0011186,0,-411.56,276.02,92.32,1,0.37836,0.5,0.3792,0
0.0012056,0.0011206,0,-417.25,258.74,86.194,1,0.37936,0.5,0.3802,0
0.0012037,0.0011226,0,-422.3,269.24,89.269,1,0.38036,0.5,0.3812,0
0.0012018,0.0011246,0,-427.35,279.75,92.345,1,0.38136,0.5,0.3822,0
0.0011999,0.0011266,0,-432.4,290.26,95.42,1,0.38236,0.5,0.3832,0
0.001198,0.0011286,0,-437.45,300.76,98.495,1,0.38335,0.5,0.3842,0
0.001196,0.0011307,0,-439.22,304.45,99.574,1,0.38435,0.5,0.38519,0
0.0011939,0.0011328,0,-442.98,294.18,91.214,1,0.38535,0.5,0.38619,0
0.0011916,0.0011348,0,-448.92,277.94,77.989,1,0.38635,0.5,0.38719,0
0.0011894,0.0011369,0,-454.87,261.69,64.763,1,0.38735,0.5,0.38819,0
0.001187,0.0011388,0,-457.07,255.67,59.865,1,0.38835,0.5,0.38919,0
0.0011846,0.0011408,0,-466.05,255.3,60.698,1,0.38934,0.5,0.39019,0
0.0011822,0.0011428,0,-475.41,254.91,61.565,1,0.39034,0.5,0.39118,0
0.0011798,0.0011448,0,-484.77,254.52,62.432,1,0.39134,0.5,0.39218,0
0.0011773,0.0011468,0,-494.12,254.12,63.299,1,0.39234,0.5,0.39318,0
0.001175,0.0011488,0,-496.09,254.04,63.482,1,0.39334,0.5,0.39418,0
0.0011726,0.0011508,0,-496.92,251.64,61.686,1,0.39434,0.5,0.39518,0
0.0011701,0.0011527,0,-502.83,234.47,48.844,1,0.39533,0.5,0.39617,0
0.0011675,0.0011547,0,-508.75,217.31,36.002,1,0.39633,0.5,0.39717,0
0.0011649,0.0011566,0,-513.48,203.56,25.714,1,0.39733,0.5,0.39817,0
0.0011621,0.0011584,0,-513.48,203.56,25.714,1,0.39833,0.5,0.39917,0
0.0011592,0.0011603,0,-516.98,208.18,26.521,1,0.39933,0.5,0.40017,0
0.0011563,0.0011622,0,-525.51,219.47,28.49,1,0.40033,0.5,0.40117,0
0.0011534,0.0011642,0,-534.04,230.77,30.458,1,0.40132,0.5,0.40216,0
0.0011505,0.0011661,0,-542.57,242.06,32.427,1,0.40232,0.5,0.40316,0
0.0011473,0.0011681,0,-547.7,227.5,21.794,1,0.40332,0.5,0.40416,0
0.0011441,0.00117,0,-552.68,208.69,8.8715,1,0.40432,0.5,0.40516,0
0.0011408,0.0011719,0,-557.67,189.87,-4.0508,1,0.40532,0.5,0.40616,0
0.0011374,0.0011738,0,-562.01,186.52,-6.6687,1,0.40632,0.5,0.40716,0
0.0011339,0.0011757,0,-570.81,186.5,-7.4999,1,0.40731,0.5,0.40815,0
0.0011305,0.0011776,0,-579.62,186.48,-8.3311,1,0.40831,0.5,0.40915,0
0.001127,0.0011795,0,-588.42,186.45,-9.1622,1,0.40931,0.5,0.41015,0
0.0011236,0.0011813,0,-597.23,186.43,-9.9934,1,0.41031,0.5,0.41115,0
0.0011202,0.0011832,0,-602.23,186.42,-10.466,1,0.41131,0.5,0.41215,0
0.0011167,0.0011851,0,-601.18,178.59,-16.552,1,0.41231,0.5,0.41315,0
0.0011131,0.0011869,0,-599.25,164.26,-27.688,1,0.4133,0.5,0.41414,0
0.0011095,0.0011888,0,-597.33,149.93,-38.824,1,0.4143,0.5,0.41514,0
0.0011056,0.0011906,0,-604.97,145.47,-45.374,1,0.4153,0.5,0.41614,0
0.0011016,0.0011924,0,-621.92,147.37,-50.134,1,0.4163,0.5,0.41714,0
0.0010976,0.0011942,0,-638.86,149.27,-54.894,1,0.4173,0.5,0.41814,0
0.0010935,0.001196,0,-655.8,151.18,-59.653,1,0.4183,0.5,0.41914,0
0.0010894,0.0011979,0,-659.38,151.58,-60.658,1,0.41929,0.5,0.42013,0
0.0010852,0.0011998,0,-659.38,151.58,-60.658,1,0.42029,0.5,0.42113,0
0.001081,0.0012016,0,-659.11,151.04,-60.91,1,0.42129,0.5,0.42213,0
0.0010767,0.0012034,0,-652.79,138.18,-66.926,1,0.42229,0.5,0.42313,0
0.0010723,0.0012052,0,-646.47,125.32,-72.943,1,0.42329,0.5,0.42413,0
0.001068,0.001207,0,-640.15,112.46,-78.962,1,0.42429,0.5,0.42513,0
0.0010635,0.0012087,0,-638.65,109.41,-80.386,1,0.42528,0.5,0.42612,0
0.001059,0.0012103,0,-641.25,108.67,-81.64,1,0.42628,0.5,0.42712,0
0.0010542,0.001212,0,-661.58,102.89,-91.469,1,0.42728,0.5,0.42812,0
0.0010495,0.0012137,0,-681.91,97.102,-101.3,1,0.42828,0.5,0.42912,0
0.0010448,0.0012154,0,-702.25,91.316,-111.13,1,0.42928,0.5,0.43012,0
0.0010399,0.001217,0,-704.85,90.575,-112.39,1,0.43028,0.5,0.43112,0
0.0010349,0.0012187,0,-701.74,90.091,-114.01,1,0.43127,0.5,0.43211,0
0.0010298,0.0012204,0,-693.45,88.803,-118.33,1,0.43227,0.5,0.43311,0
0.0010247,0.0012221,0,-685.17,87.515,-122.65,1,0.43327,0.5,0.43411,0
0.0010197,0.0012237,0,-676.88,86.227,-126.97,1,0.43427,0.5,0.43511,0
0.0010145,0.0012253,0,-676.53,86.173,-127.15,1,0.43527,0.5,0.43611,0
0.0010091,0.0012269,0,-699.13,72.739,-139.26,1,0.43626,0.5,0.43711,0
0.0010036,0.0012285,0,-723.9,58.02,-152.53,1,0.43726,0.5,0.4381,0
0.00099817,0.0012301,0,-748.66,43.301,-165.8,1,0.43826,0.5,0.4391,0
0.00099257,0.0012317,0,-757.4,38.11,-170.48,1,0.43926,0.5,0.4401,0
0.00098689,0.0012333,0,-757.4,38.11,-170.48,1,0.44026,0.5,0.4411,0
0.00098121,0.0012348,0,-757.4,38.11,-170.48,1,0.44126,0.5,0.4421,0
0.00097549,0.0012364,0,-753.64,37.135,-171.89,1,0.44225,0.5,0.4431,0
0.00096972,0.0012379,0,-745.7,35.073,-174.88,1,0.44325,0.5,0.44409,0
0.00096394,0.0012395,0,-737.75,33.01,-177.87,1,0.44425,0.5,0.44509,0
0.00095817,0.001241,0,-729.8,30.948,-180.86,1,0.44525,0.5,0.44609,0
0.00095207,0.0012424,0,-748.48,12.057,-197.13,1,0.44625,0.5,0.44709,0
0.00094583,0.0012438,0,-778.67,-14.645,-219.67,1,0.44725,0.5,0.44809,0
0.00093959,0.0012452,0,-808.86,-41.347,-242.21,1,0.44824,0.5,0.44909,0
0.00093304,0.0012465,0,-815.6,-47.306,-247.24,1,0.44924,0.5,0.45008,0
0.00092643,0.0012479,0,-811.72,-42.913,-244.89,1,0.45024,0.5,0.45108,0
0.00091983,0.0012493,0,-801.23,-31.021,-238.52,1,0.45124,0.5,0.45208,0
0.00091324,0.0012508,0,-790.73,-19.129,-232.14,1,0.45224,0.5,0.45308,0
0.00090665,0.0012522,0,-780.24,-7.2369,-225.77,1,0.45324,0.5,0.45408,0
0.00089994,0.0012536,0,-779.14,-16.107,-230.84,1,0.45423,0.5,0.45508,0
0.0008931,0.001255,0,-787.23,-45.298,-247.11,1,0.45523,0.5,0.45607,0
0.00088634,0.0012564,0,-780.49,-52.391,-253.39,1,0.45623,0.5,0.45707,0
0.00087951,0.0012577,0,-788.41,-52.472,-260.37,1,0.45723,0.5,0.45807,0
0.00087239,0.001259,0,-801.67,-51.462,-265.21,1,0.45823,0.5,0.45907,0
0.00086523,0.0012603,0,-810.09,-49.852,-268.26,1,0.45923,0.5,0.46007,0
0.00085807,0.0012615,0,-818.51,-48.242,-271.31,1,0.46022,0.5,0.46107,0
0.00085091,0.0012628,0,-826.93,-46.632,-274.36,1,0.46122,0.5,0.46206,0
0.00084352,0.001264,0,-833.14,-69.199,-288.52,1,0.46222,0.5,0.46306,0
0.00083601,0.0012652,0,-838.23,-103.93,-308.26,1,0.46322,0.5,0.46406,0
0.00082852,0.0012663,0,-841.71,-123.96,-322.15,1,0.46422,0.5,0.46506,0
0.00082085,0.0012675,0,-837.24,-118.83,-321.16,1,0.46522,0.5,0.46606,0
0.00081307,0.0012685,0,-829.22,-110.52,-315.9,1,0.46621,0.5,0.46706,0
0.00080529,0.0012696,0,-821.19,-102.21,-310.64,1,0.46721,0.5,0.46805,0
0.0007975,0.0012707,0,-813.17,-93.907,-305.38,1,0.46821,0.5,0.46905,0
0.00078972,0.0012718,0,-805.15,-85.6,-300.12,1,0.46921,0.5,0.47005,0
0.00078187,0.001273,0,-800.31,-82.15,-302.63,1,0.47021,0.5,0.47105,0
0.0007737,0.001274,0,-802.37,-94.998,-313.99,1,0.47121,0.5,0.47205,0
0.00076542,0.0012749,0,-806.54,-113.43,-327.18,1,0.4722,0.5,0.47305,0
0.00075713,0.0012759,0,-810.7,-131.86,-340.38,1,0.4732,0.5,0.47404,0
0.00074885,0.0012769,0,-814.86,-150.28,-353.58,1,0.4742,0.5,0.47504,0
0.00074032,0.0012777,0,-826.03,-154.51,-362.44,1,0.4752,0.5,0.47604,0
0.00073168,0.0012787,0,-832.8,-155.07,-365.96,1,0.4762,0.5,0.47704,0
0.00072304,0.0012796,0,-839.58,-155.63,-369.47,1,0.4772,0.5,0.47804,0
0.00071441,0.0012805,0,-846.35,-156.19,-372.99,1,0.47819,0.5,0.47904,0
0.00070577,0.0012814,0,-853.13,-156.75,-376.51,1,0.47919,0.5,0.48003,0
0.00069714,0.0012823,0,-859.9,-157.31,-380.02,1,0.48019,0.5,0.48103,0
0.00068825,0.0012831,0,-868.39,-168.49,-391.07,1,0.48119,0.5,0.48203,0
0.00067921,0.0012839,0,-877.96,-186.44,-406.91,1,0.48219,0.5,0.48303,0
0.00067016,0.0012847,0,-887.54,-204.39,-422.76,1,0.48319,0.5,0.48403,0
0.00066123,0.0012856,0,-905.11,-214.14,-437.88,1,0.48418,0.5,0.48503,0
0.00065206,0.0012864,0,-913.86,-218,-448.59,1,0.48518,0.5,0.48602,0
0.00064256,0.0012872,0,-908.4,-212.85,-445.93,1,0.48618,0.5,0.48702,0
0.00063304,0.0012879,0,-901.71,-205.52,-440.35,1,0.48718,0.5,0.48802,0
0.00062352,0.0012887,0,-895.02,-198.2,-434.77,1,0.48818,0.5,0.48902,0
0.000614,0.0012895,0,-888.33,-190.88,-429.19,1,0.48918,0.5,0.49002,0
0.00060422,0.0012903,0,-890.92,-206.97,-441.77,1,0.49017,0.5,0.49102,0
0.00059434,0.001291,0,-897.16,-232.29,-461.52,1,0.49117,0.5,0.49201,0
0.00058449,0.0012917,0,-904.24,-248.53,-477.9,1,0.49217,0.5,0.49301,0
0.00057435,0.0012923,0,-909.33,-249.83,-481.84,1,0.49317,0.5,0.49401,0
0.00056415,0.001293,0,-913.92,-250.54,-484.39,1,0.49417,0.5,0.49501,0
0.00055395,0.0012936,0,-918.51,-251.24,-486.94,1,0.49517,0.5,0.49601,0
0.00054376,0.0012942,0,-923.1,-251.94,-489.49,1,0.49616,0.5,0.49701,0
0.00053354,0.001295,0,-941.73,-253.02,-497.38,1,0.49716,0.5,0.498,0
0.00040272,0.0026179,0,-944.35,-250,-494.09,1,0.49816,0.5,0.499,0
0.00017529,0.005,0,-923.76,-243.41,-477.9,1,0.49916,0.5,0.5,0
-5.2137e-05,0.0073821,0,-944.35,-250,-494.09,1,0.50016,0.5,0.501,0
